client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
9387b362f2067be7700b1b221aa96eb95f5865df731093ae10a6e97438f594b3017364d15ea92a1cb704ce5ca8aa4f4efc15de9e9ad34176c995f5cce422d2f8	common_voice_pa-IN_25109777.mp3	285532d80db5893103d37b0c73c41873bb761805927a1a42c6487fb2814165f2	ਡਾਰਵਿਨ ਦੀ ਆਪਣੇ ਨਿੱਜ ਬਾਰੇ ਟਿੱਪਣੀ		2	0					pa-IN	
966eef7b20136095e3e5d963bf8c7a5dcf2471bc5c82a2b19f90b64e70dc6b8578083d3754372d99cf40e73b2c113b39a148e526d47374a2fd1ab0a5cd345043	common_voice_pa-IN_24972827.mp3	24e4046636eb93d30dafe64a181dde43e1160cdf2ab5452f2b912873860d17b9	ਹੁਣ ਇਸ ਗੱਲ ਤੇ ਵੀ ਧਿਆਨ ਦਿਓ		2	0					pa-IN	
966eef7b20136095e3e5d963bf8c7a5dcf2471bc5c82a2b19f90b64e70dc6b8578083d3754372d99cf40e73b2c113b39a148e526d47374a2fd1ab0a5cd345043	common_voice_pa-IN_24972831.mp3	269a8d5b32a635dbe96b65aa19b55b1c5347287a99a4562f43de84b6ba676c6a	ਪਾਲ ਨੇ ਹਿੰਡ ਨਹੀਂ ਛੱਡੀ ਸੀ		2	1					pa-IN	
98ecd54e422a04357cae13ba8804620b783a9a620a9fa958a458bcfdb417b1ee28fe6cf1db64a80b7a01c189e9c02a2a6fcd78f96009544038f396ea5b9c1795	common_voice_pa-IN_23601148.mp3	228a4fb5415ce8b3c3ffad920d595881b25259aab15332049fcbe7f9b1e79923	ਇਨ੍ਹਾਂ ਨੂੰ ਡੱਲ ਰੰਗ ਪਾਉਣੇ ਚਾਹੀਦੇ ਹਨ		2	1					pa-IN	
98ecd54e422a04357cae13ba8804620b783a9a620a9fa958a458bcfdb417b1ee28fe6cf1db64a80b7a01c189e9c02a2a6fcd78f96009544038f396ea5b9c1795	common_voice_pa-IN_23601149.mp3	2446e3a52bfc9a5ebc1e7cbff049b4090b8204885a6eef00e7c8aae31c69486b	ਕੁਝ ਹੀ ਦਿਨਾਂ ਵਿਚ ਫਰਕ ਪੈ ਜਾਵੇਗਾ		2	0					pa-IN	
aa17f19ae6fb26bc5c9660e2689b0f10d453074efb3bc45c2f2f749911e2ca659af6b30ca5f1bd5d744901834b9aa3a4de901bbcff259f68dc7936f1dc076fb8	common_voice_pa-IN_24730061.mp3	2409a716e1f13a749a07dffd2c1bb246370e4f4146a5590d43b26706ff031a67	ਧੀ ਦੇ ਵਿੱਚ ਵੀ ਮਾਂ ਦੇ ਵਿੱਚ ਵੀ		2	0	fourties	male_masculine			pa-IN	
aa17f19ae6fb26bc5c9660e2689b0f10d453074efb3bc45c2f2f749911e2ca659af6b30ca5f1bd5d744901834b9aa3a4de901bbcff259f68dc7936f1dc076fb8	common_voice_pa-IN_24730062.mp3	19b6f33f64a656fd3229c527b8e618cbd3a05e7398b77811f0ec5ad42f404649	ਬਸ ਕਲਮ ਵਿਚ ਜਾਨ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ		3	0	fourties	male_masculine			pa-IN	
d213f48801e916eb6a8ee7eab54659a30d56c27f7cccd9f5ac110c07cc592fe73dbf65ba64d127617daaccc750e91d3cb0e7ad3715363e74de4360564e929304	common_voice_pa-IN_32585835.mp3	367be934f29452b2c897b40bb72c1dd50d3aed6486626170799ffa44dd6247b8	ਖ਼ੂਨ ਨਾਲ ਧਰਤੀ ਲਾਲੋ ਲਾਲ ਹੋ ਗਈ		3	0			typical,malwyi		pa-IN	
d213f48801e916eb6a8ee7eab54659a30d56c27f7cccd9f5ac110c07cc592fe73dbf65ba64d127617daaccc750e91d3cb0e7ad3715363e74de4360564e929304	common_voice_pa-IN_32585844.mp3	331138130ae6710d80c853cf13e8ff8dc96e6d9fb69a781012530219fb238326	ਖਿਡਾਰੀਆਂ ਦੇ ਸੈਂਪਲ ਲਏ ਗਏ		6	0			typical,malwyi		pa-IN	
d5e49530d75362b8a56df1392ab4ac2fc96486d190ad4c6b72f092da5d0491f0c36b824e2f1e9a2dfa779b77a184517f5c41d8aa8bc9623defa90c2071b744cf	common_voice_pa-IN_30716095.mp3	0af8f215fb60b1f7c8f84122d1d5be401089d400459866f3890aa7fe9f54a76c	ਪੰਕਜ ਉਧਾਸ ਦੇ ਵੀਡੀਓ ਚੁਪਕੇ ਚੁਪਕੇ		2	0					pa-IN	
d5e49530d75362b8a56df1392ab4ac2fc96486d190ad4c6b72f092da5d0491f0c36b824e2f1e9a2dfa779b77a184517f5c41d8aa8bc9623defa90c2071b744cf	common_voice_pa-IN_30716097.mp3	2924626d47b31c04007204652f292b9ccb6055759b8969b89030af899df8f574	ਖਾਧ ਪਦਾਰਥਾਂ ਵਿਚ ਮੁਨਾਫ਼ਾ ਵੀ ਬਹੁਤ ਹੈ		2	0					pa-IN	
08c7e75f653982c4a0169f785183225f8cd88e724991c62cd32bd3a35644b87c643412f00b6a1ad4e8bb03928be87b955d0af0ccc34e67f40e8b702be76d04ff	common_voice_pa-IN_24666519.mp3	230cf64761842b5980b0f9591181125116a644539aa83e9bd89c5c5663c586a6	ਪਾਣੀ ਉਬਾਲ ਕੇ ਹੀ ਪੀਣਾ ਚਾਹੀਦਾ ਹੈ		2	0	thirties	female_feminine			pa-IN	
08c7e75f653982c4a0169f785183225f8cd88e724991c62cd32bd3a35644b87c643412f00b6a1ad4e8bb03928be87b955d0af0ccc34e67f40e8b702be76d04ff	common_voice_pa-IN_24666520.mp3	27ab5db73fe406950a45a6dca677103e802cb07c90bc1f01628c4f7aa24918b9	ਜ਼ੁਲਮ ਅਤੇ ਤਸ਼ੱਦਦ ਦੇ ਵਕਤ ਅੰਦਰ		2	0	thirties	female_feminine			pa-IN	
08c7e75f653982c4a0169f785183225f8cd88e724991c62cd32bd3a35644b87c643412f00b6a1ad4e8bb03928be87b955d0af0ccc34e67f40e8b702be76d04ff	common_voice_pa-IN_24666521.mp3	28cf6b8ee0ae7725d4140253c5faa67ffe9d196ab9f7517cbf26fbae22f9b1e8	ਸਾਰਾ ਪਾਲਿਨ ਹੋਈ ਖੁਬਸੂਰਤ ਸ਼ਰਾਰਤ ਦਾ ਸਿ਼ਕਾਰ		2	0	thirties	female_feminine			pa-IN	
4b6760b283919cbcc1b312ac20082091c1d84cc98867714aabfd65fc29af71f3089424b3361a318f1123f1ccdf03bcd794f206788c3ed675eb44cecf1ef2db1e	common_voice_pa-IN_22929905.mp3	0bcb630d6f6463aa7c9c3c4c8fdb8ea0f658cf98316757d91c1363ed2eccffef	ਤੁਹਾਡਾ ਚਿਹਰਾ ਮੱਖਣ ਵਾਂਗ ਮੁਲਾਇਮ ਹੋ ਜਾਵੇਗਾ		2	0					pa-IN	
4b6760b283919cbcc1b312ac20082091c1d84cc98867714aabfd65fc29af71f3089424b3361a318f1123f1ccdf03bcd794f206788c3ed675eb44cecf1ef2db1e	common_voice_pa-IN_22929907.mp3	067af7f8544ec8d10177625fdadd4d67b9651b099f0966e4ce1f423105134b8f	ਕਲਸ਼ ਮੰਦਰਾਂ ਦੇ ਨਜ਼ਰ ਆਉਂਦੇ ਨੇ		2	1					pa-IN	
4b6760b283919cbcc1b312ac20082091c1d84cc98867714aabfd65fc29af71f3089424b3361a318f1123f1ccdf03bcd794f206788c3ed675eb44cecf1ef2db1e	common_voice_pa-IN_22929908.mp3	09e0a45d00e310d09f4c3a6e22f9204bd7b96b95a321310df5c56647c7ff4e9b	ਤੁਸੀਂ ਵੀ ਉਸ ਨੂੰ ਪੜ੍ਹਿਆ ਕਰੋ		2	0					pa-IN	
952bc5a72d2fdd746f1dcc51b3e14a0c6067a56666db8591db8384ae3908fa1844783873c1a679404c1e11fae2d2d4a87a1f8955c605af03a44f3984435e6810	common_voice_pa-IN_37766431.mp3	2f1f10204486254d4f7c42763222d806a2c948b98153b062927e3ab853268fb8	ਬਾਪੂ ਨਾਲ ਵੀ ਤੇ ਸਾਡੇ ਨਾਲ ਵੀ		2	0	twenties	male_masculine	native		pa-IN	
952bc5a72d2fdd746f1dcc51b3e14a0c6067a56666db8591db8384ae3908fa1844783873c1a679404c1e11fae2d2d4a87a1f8955c605af03a44f3984435e6810	common_voice_pa-IN_37766433.mp3	2fe0fb24fc483e4a04890a00bfa618b5d66f2051b71e86b0b2471fcf7df6aee0	ਲਾਲ ਸਿੰਘ ਨਿਮਨ ਸ਼੍ਰੇਣੀ ਦਾ ਗਲਪਕਾਰ ਹੈ		2	0	twenties	male_masculine	native		pa-IN	
952bc5a72d2fdd746f1dcc51b3e14a0c6067a56666db8591db8384ae3908fa1844783873c1a679404c1e11fae2d2d4a87a1f8955c605af03a44f3984435e6810	common_voice_pa-IN_37766434.mp3	392f51d705a7d4aaf8d8324ab82429374b46363f5eefff5dc791bf0d4b44a3ce	ਹਰ ਥਾਂ ਦਾ ਆਪਣਾ ਅਸਰ ਪੈਂਦੈ		2	0	twenties	male_masculine	native		pa-IN	
e7b741b8447cba0c0447acf0d51fdafebc0339a5b8a8532c5a760ee0ab904bd35c7ec21fa20673eb3b2ec06233e311c219579edfc5d673539a6381bbd281e0b7	common_voice_pa-IN_21917831.mp3	0211dcd86b486fa55225058390143f8b6df6ad6eeb3b7ea109655225200eff39	ਦੋਵੇਂ ਥੋੜ੍ਹੀ ਦੇਰ ਚੁੱਪ ਖਲੋਤੇ ਰਹੇ		2	1					pa-IN	
e7b741b8447cba0c0447acf0d51fdafebc0339a5b8a8532c5a760ee0ab904bd35c7ec21fa20673eb3b2ec06233e311c219579edfc5d673539a6381bbd281e0b7	common_voice_pa-IN_21917832.mp3	04725cd527a5aa3b985c36efa5d23b91a827b84b4d3fd7ce292842a2b6244ba1	ਬਲਵੰਤ ਉਸ ਤੋਂ ਤਿੰਨ ਸਾਲ ਛੋਟਾ ਹੈ		2	0					pa-IN	
e7b741b8447cba0c0447acf0d51fdafebc0339a5b8a8532c5a760ee0ab904bd35c7ec21fa20673eb3b2ec06233e311c219579edfc5d673539a6381bbd281e0b7	common_voice_pa-IN_21917833.mp3	02422db4cc9347fa73bec65f63f2da5f5997e0e805ad01b7aab0b0b31bd61289	ਅੱਜ ਉਹਨਾਂ ਦੀ ਜਾਇਦਾਦ ਦੀ ਜਾਂਚ ਹੋਵੇ		2	0					pa-IN	
25c1d04b50cee236ac83edbf68004e14d84b9c09c8bab3bfd969f150bae687a1be9e700b9c3fa6d474e5c8d23561ce3d67e5e7911880caeb00433ef79f09ce4d	common_voice_pa-IN_21717904.mp3	0500a9bd92b4fd2366431e6083ff1ab47b3fd90a6cbdbb79f2c7d5a1bfb98725	ਉਨ੍ਹਾਂ ਨੇ ਸਾਰੇ ਤਜ਼ਰਬੇ ਵੱਖਰੀ ਕਿਸਮ ਦੇ ਕੀਤੇ ਹਨ		2	0					pa-IN	
25c1d04b50cee236ac83edbf68004e14d84b9c09c8bab3bfd969f150bae687a1be9e700b9c3fa6d474e5c8d23561ce3d67e5e7911880caeb00433ef79f09ce4d	common_voice_pa-IN_21717905.mp3	0411b224a5c093a9f6b969126c3e80a7aa63b3f71f97118d5a5d84ce5449ab20	ਸ਼ਹਿਰਾਂ ਗਲੀਆਂ ਵਿਚ ਸਾਰੇ ਲਿਖਵਾ ਦਿਆਂ		2	0					pa-IN	
25c1d04b50cee236ac83edbf68004e14d84b9c09c8bab3bfd969f150bae687a1be9e700b9c3fa6d474e5c8d23561ce3d67e5e7911880caeb00433ef79f09ce4d	common_voice_pa-IN_21717907.mp3	026abc2b3648e15c8ea68788dfd6df89def80f4e38f6689471c6be981a7dccc1	ਜੰਗ ਵਿਆਂ ਵਿੱਚ ਲੜੀ ਗਈ		2	1					pa-IN	
25c1d04b50cee236ac83edbf68004e14d84b9c09c8bab3bfd969f150bae687a1be9e700b9c3fa6d474e5c8d23561ce3d67e5e7911880caeb00433ef79f09ce4d	common_voice_pa-IN_21717908.mp3	02b84c6c59329ea4a627c4431193e29c3e2c0bd5ad75db3944a3027383aade6d	ਧਰਮ ਦੇ ਨਾਂ ਤੇ ਦੇਸ਼ ਦੀ ਵੰਡ		2	0					pa-IN	
5ef5f22c4f42796ad8423a1eeb2056b59016ca9a6695e04652e714b9ccc9508a80fa55c49c90c9a712f20da3ffdc41eceec215c8fb643a47aae8dddabd587f9b	common_voice_pa-IN_23337830.mp3	102a0870669c034bca55189effe073473ea5d708414ac8815c46137deece7727	ਭੋਜਨ ਨੂੰ ਕਾਹਲੀ ਚ ਨਾ ਖਾਓ		2	1					pa-IN	
5ef5f22c4f42796ad8423a1eeb2056b59016ca9a6695e04652e714b9ccc9508a80fa55c49c90c9a712f20da3ffdc41eceec215c8fb643a47aae8dddabd587f9b	common_voice_pa-IN_23337831.mp3	08a1584d48bf32da8d4f5c4d9a68b42643ace3920021ddbb5dfe58c30119ba99	ਓਸ਼ੋ ਆਖਦਾ ਹੈ ਜ਼ਿੰਦਗੀ ਰੋਜ਼ ਬਦਲਦੀ ਹੈ		2	1					pa-IN	
5ef5f22c4f42796ad8423a1eeb2056b59016ca9a6695e04652e714b9ccc9508a80fa55c49c90c9a712f20da3ffdc41eceec215c8fb643a47aae8dddabd587f9b	common_voice_pa-IN_23337832.mp3	1357673e0459a5d3f1bfe859daef03e22adff655ae354477ded06f74bc8c0bb3	ਕਾਰ ਚ ਬੈਠਦਿਆਂ ਹੀ ਮੈਂ ਪੈਕਿੰਗ ਉਤਾਰੀ		2	1					pa-IN	
5ef5f22c4f42796ad8423a1eeb2056b59016ca9a6695e04652e714b9ccc9508a80fa55c49c90c9a712f20da3ffdc41eceec215c8fb643a47aae8dddabd587f9b	common_voice_pa-IN_23337833.mp3	07159d958ae6b60a8a34a0d5143aac264b0f5e713bd2ef951d56be2643cd68d9	ਹਵਾਲਾਤ ਵਿੱਚ ਪੰਜ ਛੇ ਇਖ਼ਲਾਕੀ ਮੁਜਰਮ ਸਨ		2	0					pa-IN	
f4ea8b8308739ed230d1404330355d426bdf39a196d06703af4779399a39cca22a1a612047831f505a87a7123c31a25f68bc79239204ccb9dadfe9e5cb7e8bb3	common_voice_pa-IN_25183685.mp3	245adc374dc9d6771f61fdd0563450061ff435807f084f5ff8b27e5d6ed987e6	ਇਨ੍ਹਾਂ ਵਿਚ ਕਈ ਸਟਾਰ ਖਿਡਾਰੀ ਗ਼ੈਰ ਹਾਜ਼ਰ ਸਨ		2	0	twenties	male_masculine			pa-IN	
f4ea8b8308739ed230d1404330355d426bdf39a196d06703af4779399a39cca22a1a612047831f505a87a7123c31a25f68bc79239204ccb9dadfe9e5cb7e8bb3	common_voice_pa-IN_25183728.mp3	2bcd6e153bfe57c64eee3877a8503a5536719c51ab7f9e8a8c5172d309ce3b0e	ਕਿਸੇ ਥਾਂ ਲਿਖਿਆ ਹੁੰਦਾ ਸੀ ਰਾਜਧਾਨੀ ਦੀਆਂ ਸੜਕਾਂ ਤੇ		2	0	twenties	male_masculine			pa-IN	
f4ea8b8308739ed230d1404330355d426bdf39a196d06703af4779399a39cca22a1a612047831f505a87a7123c31a25f68bc79239204ccb9dadfe9e5cb7e8bb3	common_voice_pa-IN_25183731.mp3	24e38c6813f781eda7d9cb52ef3be4a1a6056b5fffc1d780bf05d356e02ceb44	ਦੇਖਦੇ ਦੇਖਦੇ ਵਿਹੜਾ ਲੋਕਾਂ ਨਾਲ ਭਰ ਗਿਆ		2	0	twenties	male_masculine			pa-IN	
f4ea8b8308739ed230d1404330355d426bdf39a196d06703af4779399a39cca22a1a612047831f505a87a7123c31a25f68bc79239204ccb9dadfe9e5cb7e8bb3	common_voice_pa-IN_25183737.mp3	2d66102d2167cc29282fa915619c0e5c119053b13429fe45d4bb2ac281c35e2e	ਤਾਂ ਕੁਝ ਗੱਲਾਂ ਦਾ ਖਿਆਲ ਰੱਖੋ		2	0	twenties	male_masculine			pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771267.mp3	0a01396eb255e38dddedd7da9d1642dcd4031de40131e41b8789a2cfb5e83889	ਇਸ ਨੂੰ ਬਰਦਾਸ਼ਤ ਨਹੀਂ ਕੀਤਾ ਜਾਵੇਗਾ		2	0					pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771268.mp3	0a9d33ab54efebac686cbe1b5392254628495a3e4a93ffb43848b06ec3fc5d02	ਜਿੰਦੇ ਨੀ ਕੀ ਸਾਕ ਸਹੇੜੇ		2	0					pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771269.mp3	0b6ade7a1cb333390079a83e2f27b3802ffb1ba7894bf4b6667f580757d4fc12	ਉਥੇ ਸਿੱਖ ਖਿਡਾਰੀਆਂ ਨੇ ਗੋਲ ਦਾਗੇ ਸਨ		2	1					pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771270.mp3	03827af274eab5e425c566ce81435267277668b22b88eda12ded9d85c4ac8c7c	ਦੋਸਤ ਨੂੰ ਫੋਨ ਕਰਕੇ ਬੁਲਾਉਣਾ ਐ		2	0					pa-IN	
5533a12413f4e5818a3a2799d8d4ac492c60363a2615ef39d6b377f21701cde5cbef34987411b9acf1550e87b5ba0a4dd692d4393a783dc5611d54fe7a782b72	common_voice_pa-IN_22771271.mp3	03ff2998c982117a1606d9601dac9fb75d7c66a553e7b721bccf60c9e90418ca	ਦਸੇ ਜ਼ੌਹਰ ਸੀ ਉਨ੍ਹਾਂ ਜਵਾਨੀਆਂ ਨੇ		2	1					pa-IN	
